doi,server,version,category,publiStatus,date,author_corresponding_institution,titleLength,abstractLength,numberAuthors,cit1year
10.1101/2020.08.31.275172,biorxiv,1,microbiology,NP,2020-08-31,Aarhus University,96,1872,1,
10.1101/525345,biorxiv,1,biophysics,year1,2019-01-21,University of New South Wales,71,396,6,2.0
10.1101/2020.11.21.352724,biorxiv,1,biophysics,NP,2020-11-22,Mayo Clinic Alix School of Medicine,75,1074,15,
10.1101/2020.05.11.20098681,medrxiv,1,epidemiology,year1,2020-05-13,Indian Association for the Cultivation of Science,68,2117,5,19.0
10.1101/2020.11.17.20229583,medrxiv,1,epidemiology,year1,2020-11-18,"Epidemiology Unit, AUSL-IRCCS di Reggio Emilia, Reggio Emilia, Italy",133,1896,11,47.0
10.1101/2020.06.22.164640,biorxiv,1,plant biology,NP,2020-06-23,Pontificia Universidad Católica de Chile,132,2103,8,
10.1101/2022.12.02.22283018,medrxiv,1,endocrinology,NP,2022-12-04,"Zifo Genomics Research Institute, Chennai",173,1111,12,
10.1101/2020.05.20.20107847,medrxiv,1,infectious diseases,NP,2020-05-26,"Landmark University Omu Aran, Kwara State",58,1678,2,
10.1101/2020.03.09.984054,biorxiv,1,systems biology,year1,2020-03-10,"Systems Biology Ireland, School of Medicine and Medical Science, University College Dublin, Belfield, Dublin 4, Ireland",132,1034,9,12.0
10.1101/2021.03.08.434356,biorxiv,1,neuroscience,year1,2021-03-08,The University of Tokyo,92,1151,8,1.0
10.1101/2020.10.22.20213876,medrxiv,1,gastroenterology,year1,2020-10-27,Royal United Hospitals Bath NHS Foundation Trust,105,1022,4,1.0
10.1101/774026,biorxiv,1,neuroscience,year1,2019-09-19,Texas A&M University,97,1821,3,1.0
10.1101/2021.01.07.21249281,medrxiv,1,genetic and genomic medicine,year2,2021-01-08,"Department of Neuroscience, UT Southwestern Medical Center, Dallas, TX 75390, USA.",122,1031,9,5.0
10.1101/2021.08.04.455092,biorxiv,1,physiology,NP,2021-08-04,Massachusetts General Hospital Department of Surgery,156,1760,11,
10.1101/2022.03.18.484959,biorxiv,1,microbiology,year1,2022-03-19,IPAVE-CIAP-INTA,93,1306,1,1.0
10.1101/2020.09.14.297036,biorxiv,1,biochemistry,year1,2020-09-16,"University Medical Center Groningen, University of Groningen",109,1024,4,5.0
10.1101/2022.04.11.486891,biorxiv,1,plant biology,NP,2022-04-12,Clemson University,169,2391,4,
10.1101/2022.04.06.487196,biorxiv,1,immunology,year1,2022-04-09,Yale University School of Medicine,68,1220,15,0.0
10.1101/2021.11.18.468628,biorxiv,1,developmental biology,NP,2021-11-19,"Paris-Saclay Institute of Neuroscience, CNRS, Université Paris-Saclay, 91400 Saclay, France",78,1778,8,
10.1101/780353,biorxiv,1,microbiology,year1,2019-09-24,The University of Tennessee,98,1500,3,0.0
10.1101/2022.02.07.479309,biorxiv,1,neuroscience,NP,2022-02-09,Duke University Medical Center,94,1841,16,
10.1101/460105,biorxiv,1,developmental biology,year1,2018-11-02,University of Notre Dame,94,2395,7,2.0
10.1101/2022.10.15.512358,biorxiv,1,cancer biology,NP,2022-10-18,Prince Felipe Research Center,82,2102,12,
10.1101/2022.12.09.519748,biorxiv,1,microbiology,NP,2022-12-09,University of Pau,91,1625,4,
10.1101/2022.07.25.501354,biorxiv,1,ecology,year1,2022-07-26,University of Notre Dame,131,3585,11,0.0
10.1101/2022.01.16.476537,biorxiv,1,microbiology,year2,2022-01-17,"University of California, Berkeley",77,1303,8,5.0
10.1101/335570,biorxiv,1,microbiology,year1,2018-05-31,China Agricultural University,119,1744,7,2.0
10.1101/251447,biorxiv,1,neuroscience,year1,2018-01-22,The University of Texas at Austin,81,1527,4,3.0
10.1101/2020.10.21.348433,biorxiv,1,bioengineering,year1,2020-10-21,University of Nebraska at Omaha,89,1773,4,0.0
10.1101/2021.05.08.443215,biorxiv,1,bioinformatics,year1,2021-05-10,Waseda University,98,1463,2,0.0
10.1101/833087,biorxiv,1,bioinformatics,year1,2019-11-07,University of Illinois at Urbana-Champaign,121,1595,3,1.0
10.1101/344028,biorxiv,1,neuroscience,year1,2018-06-11,University of Colorado Boulder,60,1159,3,2.0
10.1101/597419,biorxiv,1,neuroscience,NP,2019-04-02,"Center for Bioelectric Interfaces, HSE, Russia",86,1666,5,
10.1101/2022.02.22.481442,biorxiv,1,bioengineering,year1,2022-02-23,KTH Royal Institute of Technology,117,1981,7,2.0
10.1101/2021.10.03.21264320,medrxiv,1,hiv aids,year1,2021-10-04,"Faculty of Health Sciences, Simon Fraser University, Burnaby, Canada; British Columbia Centre for Excellence in HIV/AIDS, Vancouver, Canada",112,1893,43,36.0
10.1101/2020.10.13.20212324,medrxiv,1,neurology,NP,2020-10-16,Daegu Gyeongbuk Institute of Science and Technology,137,980,3,
10.1101/2019.12.24.888172,biorxiv,1,neuroscience,year1,2019-12-27,University of Southern California,70,1203,5,14.0
10.1101/2022.06.16.22276476,medrxiv,1,psychiatry and clinical psychology,year1,2022-06-16,UCL,63,1299,10,2.0
10.1101/2021.07.16.452727,biorxiv,1,genomics,year1,2021-07-19,"State Center of Health Surveillance, Rio Grande do Sul State Health Department, Porto Alegre, Rio Grande do Sul, 90119-900, Brazil",120,561,22,9.0
10.1101/2020.11.24.396192,biorxiv,1,scientific communication and education,year1,2020-11-24,American Institute of Biological Sciences,53,1672,4,0.0
10.1101/2021.03.21.21254049,medrxiv,1,epidemiology,year1,2021-03-26,The Alan Turing Institute,85,1868,2,4.0
10.1101/2021.12.20.473481,biorxiv,1,cancer biology,NP,2021-12-20,University of Exeter,127,1884,10,
10.1101/2021.09.01.21262503,medrxiv,1,neurology,year1,2021-09-11,CHDI Management/CHDI Foundation Inc,113,2203,17,24.0
10.1101/2020.01.13.903880,biorxiv,1,ecology,NP,2020-01-15,Universidad Rey Juan Carlos,129,1381,6,
10.1101/2019.12.24.888214,biorxiv,1,developmental biology,year1,2019-12-27,Loyola University Chicago,116,1682,4,1.0
10.1101/476127,biorxiv,1,developmental biology,year1,2018-11-21,Max Planck Institute for Molecular Biomedicine,140,1765,2,0.0
10.1101/510453,biorxiv,1,neuroscience,year1,2019-01-03,Banner Sun Health Research Institute,107,1885,36,5.0
10.1101/2021.11.28.470300,biorxiv,1,biophysics,year1,2021-11-29,Queensland Univeristy of Technology,102,1195,8,8.0
10.1101/2022.08.25.22279168,medrxiv,1,health policy,NP,2022-08-27,"Jawaharlal Nehru University, New Delhi",83,1743,3,
10.1101/2022.10.18.512627,biorxiv,1,bioinformatics,NP,2022-10-20,Stanford University,69,1486,11,
10.1101/2022.10.27.514009,biorxiv,1,microbiology,year1,2022-10-27,Tel Aviv University,53,1073,4,1.0
10.1101/2020.07.31.231142,biorxiv,1,evolutionary biology,year2,2020-08-07,University of British Columbia,79,1040,3,10.0
10.1101/651794,biorxiv,1,cancer biology,NP,2019-05-27,NCI,106,1489,9,
10.1101/19006833,medrxiv,1,epidemiology,year1,2019-11-27,University of Edinburgh,124,2560,19,5.0
10.1101/2021.03.04.434005,biorxiv,1,genomics,year1,2021-03-05,BGI-Shenzhen,80,1359,4,0.0
10.1101/2021.10.30.21265706,medrxiv,1,public and global health,NP,2021-11-01,"University of Turku, Finland",153,1879,2,
10.1101/799791,biorxiv,1,genetics,year2,2019-10-10,University of Michigan,120,1645,5,3.0
10.1101/720599,biorxiv,1,bioengineering,NP,2019-07-31,"University of California, Riverside",111,1262,7,
10.1101/310961,biorxiv,1,microbiology,NP,2018-04-30,Johns Hopkins University,114,2663,6,
10.1101/546846,biorxiv,1,immunology,year1,2019-02-11,University of New South Wales,71,959,8,3.0
10.1101/2022.08.16.22278822,medrxiv,1,health systems and quality improvement,NP,2022-08-19,Norwegian Center for Child Behavioral development,156,1650,17,
10.1101/2020.07.08.20145078,medrxiv,1,health informatics,year1,2020-07-10,University of Michigan,87,3134,15,6.0
10.1101/2020.03.12.985168,biorxiv,1,developmental biology,year1,2020-03-12,European Molecular Biology Laboratory,80,1567,7,3.0
10.1101/2021.12.31.473908,biorxiv,1,neuroscience,NP,2022-01-02,"Neurobiology Research Unit, Copenhagen University Hospital (Rigshospitalet), Copenhagen, Denmark",93,1999,12,
10.1101/535823,biorxiv,1,neuroscience,year1,2019-02-01,Duke University,112,1855,4,2.0
10.1101/2020.11.04.358739,biorxiv,1,molecular biology,year1,2020-11-04,Institute of Biomedical Chemistry,92,2893,20,2.0
10.1101/2022.11.16.516726,biorxiv,1,microbiology,year1,2022-11-16,Centro Nacional de Biotecnologia - CSIC,74,1597,22,2.0
10.1101/868836,biorxiv,1,cell biology,year1,2019-12-11,Johns Hopkins Bloomberg School of Public Health,95,1522,3,2.0
10.1101/2020.03.11.987610,biorxiv,1,microbiology,NP,2020-03-11,UAB,148,2479,6,
10.1101/614214,biorxiv,1,microbiology,year1,2019-04-19,University of the Sunshine Coast,110,1903,8,3.0
10.1101/2022.12.01.518663,biorxiv,1,cell biology,year2,2022-12-01,University of Massachusetts Amherst,88,2053,8,0.0
10.1101/2021.03.25.437027,biorxiv,1,plant biology,NP,2021-03-27,polyploid.net,88,982,1,
10.1101/2021.08.17.456688,biorxiv,1,biophysics,year2,2021-08-17,Cornell University,121,1715,3,2.0
10.1101/2020.09.06.20189373,medrxiv,1,epidemiology,NP,2020-09-08,"New York University, School of Global Public Health, Applied Global Public Health Initiative",114,1940,4,
10.1101/2022.01.12.476057,biorxiv,1,neuroscience,NP,2022-01-13,Washington University in St Louis,121,1810,12,
10.1101/2020.10.22.348540,biorxiv,1,plant biology,year1,2020-10-22,Mahidol University,91,2673,7,3.0
10.1101/865469,biorxiv,1,evolutionary biology,year1,2019-12-05,"IBIS, Universidad Laval",172,1767,6,1.0
10.1101/2021.04.23.441162,biorxiv,1,genetics,year1,2021-04-23,Cleveland Clinic Genomic Medicine Institute,88,1376,7,0.0
10.1101/839480,biorxiv,1,ecology,year2,2019-11-12,Imperial College London,85,1604,4,3.0
10.1101/2022.07.24.501296,biorxiv,1,cancer biology,year2,2022-07-24,Vanderbilt University,97,1199,6,0.0
10.1101/2022.08.25.505253,biorxiv,1,molecular biology,year1,2022-08-25,Georgia Institute of Technology,108,1431,3,3.0
10.1101/2020.12.15.20248271,medrxiv,1,epidemiology,year1,2020-12-16,"Department of Preventive Medicine, School of Public Health, College of Health Sciences, Addis Ababa University, Addis Ababa, Ethiopia",102,2542,5,4.0
10.1101/2020.07.18.20157008,medrxiv,1,infectious diseases,NP,2020-07-21,"Khoo Teck Puat hospital, Singapore",69,2798,8,
10.1101/2020.12.02.408906,biorxiv,1,microbiology,year1,2020-12-02,"1.CSSB, Hamburg, Germany 2. Institute of Structural and Systems Biology, University Medical Center Hamburg-Eppendorf, Hamburg, Germany 3. German Electron Synchr",91,1419,7,7.0
10.1101/2020.08.10.230912,biorxiv,1,bioengineering,year2+,2020-08-10,University of Tübingen,107,1594,5,2.0
10.1101/528984,biorxiv,1,cancer biology,NP,2019-01-23,"Cancer Research UK Cambridge Institute, University of Cambridge",95,1020,12,
10.1101/659623,biorxiv,1,genomics,year1,2019-06-07,RIKEN Center for Biosystems Dynamics Research,95,1546,6,8.0
10.1101/2020.08.31.275867,biorxiv,1,cell biology,year2,2020-09-01,Seattle Children's Research Institute,114,1227,14,5.0
10.1101/2022.04.21.489011,biorxiv,1,genomics,year2,2022-04-21,"BGI Genomics, BGI-Shenzhen, Shenzhen 518083, China",87,985,15,0.0
10.1101/2020.10.15.325050,biorxiv,1,systems biology,year1,2020-10-15,"State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Aff",85,1251,8,6.0
10.1101/2020.02.27.967711,biorxiv,1,neuroscience,year1,2020-02-28,University of Pennsylvania,65,2189,7,7.0
10.1101/2020.03.12.989012,biorxiv,1,biochemistry,year1,2020-03-12,University of Washington,121,1047,2,5.0
10.1101/2022.03.24.485591,biorxiv,1,microbiology,NP,2022-03-27,Memorial University of Newfoundland Faculty of Medicine,100,1054,6,
10.1101/2022.05.06.490935,biorxiv,1,evolutionary biology,year2,2022-05-07,Carnegie Mellon University,120,1762,5,4.0
10.1101/2020.09.01.271650,biorxiv,1,neuroscience,year2,2020-09-01,Max Planck Institute for Empirical Aesthetics,107,1499,6,5.0
10.1101/2020.07.19.210856,biorxiv,1,cancer biology,year2+,2020-07-19,"National Cancer Institute, Bethesda, MD USA",132,1727,10,1.0
10.1101/2021.10.29.465983,biorxiv,1,plant biology,NP,2021-10-31,UMR5557,185,1312,11,
10.1101/612598,biorxiv,1,immunology,NP,2019-04-17,The University of British Columbia Faculty of Medicine,111,3149,11,
10.1101/2020.05.26.112318,biorxiv,1,evolutionary biology,year1,2020-05-27,Harvard university,165,2315,8,6.0
10.1101/2021.09.01.458644,biorxiv,1,systems biology,NP,2021-09-02,"Department of Pharmaceutical Sciences, Irma Lerma Rangel College of Pharmacy, Texas A&M University, Kingsville, Texas, USA.",97,2158,5,
10.1101/864264,biorxiv,1,bioinformatics,year1,2019-12-04,"Dept of Biochemistry, UFRN, Brazil",104,1666,3,1.0
10.1101/2022.08.07.503118,biorxiv,1,neuroscience,NP,2022-08-11,"Cognitive Neuroscience Laboratory, University of South Australia",89,1771,8,
10.1101/2020.06.30.180018,biorxiv,1,microbiology,year1,2020-07-01,University of Tübingen (IMIT - Microbial Bioactive Compounds),119,1186,4,4.0
10.1101/526285,biorxiv,1,cancer biology,NP,2019-01-22,"School of Biological Science & Medical Engineering, Southeast University, Nanjing 210096, China",69,968,4,
10.1101/2020.02.20.955955,biorxiv,1,ecology,NP,2020-02-20,UFV,61,1597,5,
10.1101/2021.06.21.449348,biorxiv,1,bioinformatics,year1,2021-06-22,"Indian Institute of Technology Indore, India",122,1024,5,4.0
10.1101/2020.06.17.20134080,medrxiv,1,genetic and genomic medicine,year1,2020-06-19,University of Colorado,71,2121,6,2.0
10.1101/2020.01.06.895979,biorxiv,1,evolutionary biology,NP,2020-01-07,University of Minnesota,139,1920,1,
10.1101/2020.11.27.20239582,medrxiv,1,anesthesia,NP,2020-11-30,"Keio University School of Medicine, Kyorin University School of Medicine",146,1438,17,
10.1101/2022.04.05.487094,biorxiv,1,immunology,year1,2022-04-06,Hiroshima University,116,1218,5,0.0
10.1101/2022.11.05.515288,biorxiv,1,microbiology,NP,2022-11-05,University of Glasgow,138,3196,6,
10.1101/2021.12.22.473472,biorxiv,1,neuroscience,year1,2021-12-23,"University of Tuebingen, Technical University of Munich",79,1623,4,4.0
10.1101/2022.10.24.22279447,medrxiv,1,pediatrics,NP,2022-10-26,Saint Louis University,93,2071,5,
10.1101/2020.08.28.272336,biorxiv,1,microbiology,NP,2020-08-28,Harvard,96,1175,2,
10.1101/2021.12.06.21266926,medrxiv,1,public and global health,year1,2021-12-09,"National Centre for Epidemiology and Population Health, The Australian National University, Canberra, Australia",151,3292,7,0.0
10.1101/2021.08.06.455395,biorxiv,1,microbiology,NP,2021-08-06,Jozef Stefan Institute,52,1217,10,
10.1101/2020.05.15.095174,biorxiv,1,biochemistry,year1,2020-05-16,University of Oslo,91,847,14,4.0
10.1101/2020.03.09.983494,biorxiv,1,microbiology,NP,2020-03-09,Huazhong Agriculture University,146,1831,17,
10.1101/19004689,medrxiv,1,public and global health,year1,2019-08-29,London School of Hygiene and Tropical Medicine,67,2927,1,3.0
10.1101/2020.11.05.20226415,medrxiv,1,public and global health,year1,2020-11-06,Sultan Qaboos University,161,1581,1,36.0
10.1101/2022.09.20.508493,biorxiv,1,bioengineering,year1,2022-09-21,Ecole Normale Superieure,72,2570,5,1.0
10.1101/2020.07.09.196253,biorxiv,1,genetics,NP,2020-07-09,Caltech,133,1024,3,
10.1101/2022.09.14.508027,biorxiv,1,neuroscience,year2,2022-09-16,"University of California, Berkeley",50,1046,5,0.0
10.1101/2022.01.11.22269085,medrxiv,1,respiratory medicine,NP,2022-01-12,University of Southampton,128,1115,5,
10.1101/2020.09.12.20193219,medrxiv,1,infectious diseases,NP,2020-09-14,"Deputy Chief Medical Officer of Health - I, Department of Health and Family Welfare, Paschim Medinipur District, Govt. of West Bengal, India",346,3854,8,
10.1101/2022.09.11.507499,biorxiv,1,ecology,NP,2022-09-13,Kyoto University,78,1659,5,
10.1101/468090,biorxiv,1,systems biology,year1,2018-11-11,Colorado State University,77,1434,4,1.0
10.1101/2020.03.31.018911,biorxiv,1,genomics,year1,2020-04-01,University of Chicago,48,1506,3,12.0
10.1101/2022.06.23.497313,biorxiv,1,neuroscience,year1,2022-06-26,Fudan University,96,1162,6,2.0
10.1101/526087,biorxiv,1,neuroscience,NP,2019-01-22,"Dept. of Neuro- & Pathophysiology, University Medical Center Hamburg, 20246 Hamburg, Germany",86,2159,5,
10.1101/2021.09.28.462244,biorxiv,1,microbiology,NP,2021-09-28,McMaster University,50,1810,9,
10.1101/2022.02.13.22270135,medrxiv,1,neurology,year1,2022-02-17,National Institutes for Quantum and Radiological Science and Technology,160,2134,19,3.0
10.1101/524405,biorxiv,1,genetics,NP,2019-01-18,"Nestlé Research, EPFL Innovation Park, Lausanne, Switzerland",88,3708,9,
10.1101/2022.01.27.477466,biorxiv,1,genomics,NP,2022-01-31,University of Lausanne; Swiss Institute of Bioinformatics,88,2586,17,
10.1101/522540,biorxiv,1,microbiology,year1,2019-01-17,Universidad de Valencia,152,1000,4,0.0
10.1101/2020.02.05.935379,biorxiv,1,neuroscience,NP,2020-02-05,National Institute of Mental Health And Neuro Sciences (NIMHANS),71,880,3,
10.1101/2021.03.11.434918,biorxiv,1,bioinformatics,year2,2021-03-12,University of Helsinki,66,1814,6,6.0
10.1101/2020.05.24.20111682,medrxiv,1,infectious diseases,NP,2020-05-26,"National Institute of Infectious Diseases \""Spallanzani\""",93,1300,12,
10.1101/2022.09.23.22280264,medrxiv,1,ophthalmology,year1,2022-09-23,"Department of Ophthalmology, Universitaetsklinikum Erlangen, Friedrich-Alexander-Universitaet Erlangen-Nuernberg",90,1882,20,5.0
10.1101/2020.01.30.926659,biorxiv,1,ecology,year1,2020-01-30,University of St Andrews,98,1869,5,3.0
10.1101/2021.09.13.460160,biorxiv,1,bioinformatics,NP,2021-09-13,Ohio State University,94,1273,6,
10.1101/2021.06.07.447466,biorxiv,1,molecular biology,year1,2021-06-08,RIKEN Center for Biosystems Dynamics Research,75,1090,11,8.0
10.1101/2020.07.12.20151068,medrxiv,1,allergy and immunology,year1,2020-07-14,Columbia University,100,1173,28,177.0
10.1101/2022.01.01.21268139,medrxiv,1,public and global health,year1,2022-01-03,Duke University,98,892,4,0.0
10.1101/2021.05.15.21257271,medrxiv,1,public and global health,year1,2021-05-18,"Office of the Chief Medical Health Officer, Vancouver Coastal Health, Vancouver BC",113,1572,6,7.0
10.1101/524751,biorxiv,1,biochemistry,year1,2019-01-18,University of Nebraska,94,2110,17,10.0
10.1101/2020.09.11.292888,biorxiv,1,neuroscience,year1,2020-09-11,HHMI Janelia Research Campus,140,1002,2,4.0
10.1101/815613,biorxiv,1,evolutionary biology,year1,2019-10-22,Harvard University,42,1665,3,4.0
10.1101/763417,biorxiv,1,physiology,NP,2019-09-09,Chulalongkorn University Faculty of Medicine,204,1657,6,
10.1101/306662,biorxiv,1,pathology,NP,2018-04-23,University of Alberta,97,1057,11,
10.1101/2020.04.06.20055657,medrxiv,1,infectious diseases,year1,2020-04-11,National Research Council of Italy,208,3240,1,179.0
10.1101/2022.10.24.22281451,medrxiv,1,otolaryngology,NP,2022-10-26,The Ohio State University,126,1443,6,
10.1101/2020.04.28.20079764,medrxiv,1,hematology,year1,2020-04-29,Institute for develoging science and health initiatives,109,1268,13,2.0
10.1101/741538,biorxiv,1,genetics,year1,2019-08-20,Newcastle University Institute of Genetic Medicine,70,995,8,1.0
10.1101/2020.09.01.277889,biorxiv,1,neuroscience,NP,2020-09-01,University of Minnesota,84,1553,3,
10.1101/531988,biorxiv,1,genetics,NP,2019-01-27,Washington University School of Medicine,77,2348,8,
10.1101/2021.01.15.426870,biorxiv,1,evolutionary biology,year2,2021-01-17,University of New Hampshire,112,1639,11,5.0
10.1101/2020.04.14.040402,biorxiv,1,ecology,year2,2020-04-14,"German Centre for Integrative Biodiversity Research (iDiv), Halle-Jena-Leipzig, 04103, Leipzig, Germany",88,2359,7,2.0
10.1101/773333,biorxiv,1,neuroscience,year1,2019-09-23,Cardiff University,83,1669,11,9.0
10.1101/2020.05.23.112359,biorxiv,1,neuroscience,NP,2020-05-26,UCLA,111,1595,2,
10.1101/2020.03.10.985234,biorxiv,1,neuroscience,NP,2020-03-10,Philipps University Marburg,104,1685,5,
10.1101/273029,biorxiv,1,cancer biology,year1,2018-03-02,University of Texas Southwestern Medical Center,93,1692,7,3.0
10.1101/2020.06.17.20133637,medrxiv,1,pathology,year1,2020-06-19,"Institute of Pathology, Cantonal Hospital Baselland, Liestal, Switzerland",68,1189,20,103.0
10.1101/2021.10.04.463056,biorxiv,1,microbiology,year1,2021-10-04,University of Birmingham,100,1159,4,2.0
10.1101/533679,biorxiv,1,genetics,year1,2019-01-29,Centrum Wiskunde & Informatica,131,1645,7,2.0
10.1101/2022.04.25.489438,biorxiv,1,neuroscience,year1,2022-04-28,"University of California, Berkeley",111,1449,4,3.0
10.1101/2022.11.03.515075,biorxiv,1,animal behavior and cognition,NP,2022-11-04,UCSF,64,735,4,
10.1101/2022.04.18.22273996,medrxiv,1,epidemiology,NP,2022-04-19,Johns Hopkins University,74,1773,8,
10.1101/2021.03.31.437882,biorxiv,1,cancer biology,year1,2021-04-01,"Cancer Institute, Longhua Hospital, Shanghai University of Traditional Chinese Medicine, Shanghai 200032, China",109,1562,15,4.0
10.1101/297267,biorxiv,1,bioinformatics,year1,2018-04-07,"University of California, San Diego",92,1473,4,3.0
10.1101/2020.01.27.921353,biorxiv,1,bioengineering,NP,2020-01-28,University of Nebraska-Lincoln,112,2786,5,
10.1101/2022.08.22.504746,biorxiv,1,paleontology,NP,2022-08-22,"Institute for Geology, Mineralogy, and Geophysics, Ruhr University Bochum, Germany",71,2525,4,
10.1101/2020.11.13.379321,biorxiv,1,molecular biology,year1,2020-11-13,University of Helsinki,66,1627,6,1.0
10.1101/2022.04.21.22274111,medrxiv,1,epidemiology,NP,2022-04-22,Trinity College Dublin,109,2389,2,
10.1101/2020.06.23.20138065,medrxiv,1,epidemiology,year1,2020-06-23,University of Warwick,118,3233,9,12.0
10.1101/2021.09.28.461909,biorxiv,1,neuroscience,NP,2021-09-30,University of Salzburg,141,2165,5,
10.1101/2022.07.21.500943,biorxiv,1,biochemistry,year1,2022-07-22,Unversity of Aarhus,103,1767,5,0.0
10.1101/658864,biorxiv,1,epidemiology,year1,2019-06-03,International Livestock Research Institute,152,3826,11,1.0
10.1101/2022.08.16.504069,biorxiv,1,genomics,NP,2022-08-17,Cedars-Sinai Medical Center,159,1218,8,
10.1101/289462,biorxiv,1,physiology,year1,2018-03-27,McMaster University,73,1306,3,3.0
10.1101/2021.11.01.21265653,medrxiv,1,infectious diseases,NP,2021-11-01,The University Of Sheffield,205,1897,2,
10.1101/2021.06.05.446577,biorxiv,1,ecology,year1,2021-06-07,Smith College,83,1831,3,2.0
10.1101/2020.10.15.340851,biorxiv,1,neuroscience,year1,2020-10-16,Universitat de Barcelona,44,1159,20,1.0
10.1101/2021.07.30.454440,biorxiv,1,microbiology,year1,2021-07-30,"University of Massachusetts Medical School, Worcester",98,2859,6,2.0
10.1101/2022.10.27.513881,biorxiv,1,bioinformatics,NP,2022-10-28,"University of Maryland, College Park",72,1931,4,
10.1101/19013243,medrxiv,1,ophthalmology,year1,2019-11-29,University of Oxford,109,1851,4,1.0
10.1101/2019.12.26.887943,biorxiv,1,cancer biology,NP,2019-12-26,Spanish National Cancer Research Centre,89,1735,9,
10.1101/2021.09.29.462287,biorxiv,1,biophysics,NP,2021-09-30,University of Utah,80,1186,4,
10.1101/2022.05.06.490953,biorxiv,1,developmental biology,year1,2022-05-06,City of Hope,108,1484,9,5.0
10.1101/678607,biorxiv,1,cancer biology,NP,2019-06-21,"Department of Physics and Astronomy, University of California, Irvine",122,1998,15,
10.1101/2021.08.06.21261582,medrxiv,1,public and global health,NP,2021-08-08,Noida International University,62,1548,3,
10.1101/2022.05.08.491108,biorxiv,1,immunology,year1,2022-05-10,University of Washington,67,920,45,75.0
10.1101/468900,biorxiv,1,neuroscience,NP,2018-11-14,University of Trento,142,1660,4,
10.1101/2021.08.31.21262941,medrxiv,1,geriatric medicine,year1,2021-09-05,Brown University,123,1757,7,1.0
10.1101/2022.08.31.506054,biorxiv,1,microbiology,NP,2022-08-31,The Ohio State University,88,2884,4,
10.1101/263624,biorxiv,1,biochemistry,NP,2018-02-11,Albany College of Pharmacy and Health Sciences,95,1804,8,
10.1101/2020.10.08.331116,biorxiv,1,biophysics,year2,2020-10-08,Institute of Physics of the Czech Academy of Sciences,77,1018,3,4.0
10.1101/2021.06.03.446933,biorxiv,1,microbiology,NP,2021-06-03,"Institute of Tropical Medicine, Antwerp",113,1527,3,
10.1101/2022.10.28.514303,biorxiv,1,animal behavior and cognition,NP,2022-10-31,"University of Texas, Austin",63,1650,4,
10.1101/2021.10.19.464925,biorxiv,1,systems biology,year1,2021-10-19,Osaka University,127,1232,14,0.0
10.1101/2020.08.04.234245,biorxiv,1,genomics,year1,2020-08-06,University of Cambridge,111,1338,20,28.0
10.1101/2020.05.04.20087163,medrxiv,1,radiology and imaging,year2,2020-05-08,"INRIA, Univ Rennes1",89,1813,11,0.0
10.1101/2022.09.26.22280347,medrxiv,1,endocrinology,NP,2022-09-26,McMaster University; Population Health Research Institute,89,2904,13,
10.1101/546218,biorxiv,1,molecular biology,year1,2019-02-10,University of Hull,117,2584,12,10.0
10.1101/2020.12.14.422614,biorxiv,1,genetics,year2+,2020-12-15,University of Helsinki,68,1696,4,6.0
10.1101/2022.05.06.22274772,medrxiv,1,infectious diseases,year1,2022-05-09,Instituto Nacional de Enfermedades Respiratorias Ismael Cosio Villegas,161,1396,21,2.0
10.1101/2021.10.25.21265504,medrxiv,1,public and global health,year1,2021-10-26,Fudan University,90,4463,19,16.0
10.1101/530543,biorxiv,1,neuroscience,year1,2019-01-26,ETH Zurich,92,1401,2,0.0
10.1101/805671,biorxiv,1,biochemistry,year1,2019-10-16,UC Berkeley,58,1365,24,3.0
10.1101/2021.11.08.21266098,medrxiv,1,health policy,year1,2021-11-09,Yale School of Medicine,114,2628,9,2.0
10.1101/2020.03.10.984906,biorxiv,1,developmental biology,year1,2020-03-11,The Australian National University,77,1286,8,1.0
10.1101/240515,biorxiv,2,bioinformatics,year1,2018-05-17,Tohoku University,104,1877,2,1.0
10.1101/2022.07.28.501829,biorxiv,1,plant biology,NP,2022-07-28,United Arab Emirates University,118,1517,7,
10.1101/2021.09.06.459113,biorxiv,1,neuroscience,NP,2021-09-06,"ICM - Institut du Cerveau; Sorbonne University; INSERM, CNRS, Paris, France",132,1034,15,
10.1101/697722,biorxiv,1,immunology,NP,2019-07-11,"Institute of Tropical Medicine, University of Sao Paulo, Immunology Centre, Adolfo Lutz Institute",137,2706,9,
10.1101/2022.06.23.497296,biorxiv,1,neuroscience,NP,2022-06-24,University of Colorado Anschutz Medical Campus,93,1688,5,
10.1101/2022.09.20.508672,biorxiv,1,immunology,year1,2022-09-20,University of Washington,96,1622,3,0.0
10.1101/320663,biorxiv,1,neuroscience,NP,2018-05-15,University of Pennsylvania,68,1090,16,
10.1101/2020.12.01.405951,biorxiv,1,neuroscience,NP,2020-12-02,"National Research Technological University ""MISiS""",71,864,5,
10.1101/2021.03.04.433898,biorxiv,1,neuroscience,NP,2021-03-05,Leiden University,74,1449,1,
10.1101/2020.10.28.20221234,medrxiv,1,infectious diseases,year1,2020-10-30,Xi\'an Jiaotong University,164,2416,12,39.0
