doi,server,version,category,publiStatus,date,author_corresponding_institution,titleLength,abstractLength,numberAuthors,cit1year
10.1101/2022.10.24.513352,biorxiv,1,bioinformatics,year1,2022-10-24,"KU Leuven, Laboratory for Functional Epigenetics; KU Leuven, Leuven Institute for Single Cell Omics",75,970,4,0.0
10.1101/2022.10.24.513576,biorxiv,1,neuroscience,NP,2022-10-24,Massachusetts General Hospital,126,1580,6,
10.1101/2022.10.24.513622,biorxiv,1,immunology,NP,2022-10-25,"Synbal, Inc.",74,1937,8,
10.1101/2022.10.25.513653,biorxiv,1,genetics,NP,2022-10-26,University of Vienna,137,1967,13,
10.1101/2022.10.25.513655,biorxiv,1,microbiology,year1,2022-10-25,Erciyes University,200,1761,3,3.0
10.1101/2022.10.25.513663,biorxiv,1,cancer biology,NP,2022-10-26,Princess Maxima Center,72,1591,12,
10.1101/2022.10.25.513809,biorxiv,1,genomics,NP,2022-10-26,Marine Biological Laboratory,97,1632,4,
10.1101/2022.10.26.513620,biorxiv,1,bioengineering,NP,2022-10-27,"Laboratory for Integrated Micro and Mechatronic Systems, CNRS-IIS UMI 2820, The University of Tokyo, Tokyo, 153-8505, Japan",71,1290,5,
10.1101/2022.10.26.513842,biorxiv,1,bioinformatics,NP,2022-10-26,Massachusetts Institute of Technology,96,2034,2,
10.1101/2022.10.27.513950,biorxiv,1,neuroscience,year1,2022-10-28,University of Wisconsin-Madison,117,1539,6,5.0
10.1101/2022.10.27.514044,biorxiv,1,biochemistry,NP,2022-10-27,University of Kansas Medical Center,97,2756,7,
10.1101/2022.10.27.514062,biorxiv,1,molecular biology,year1,2022-10-27,"University of Cambridge, King's College London",102,1414,14,1.0
10.1101/2022.10.27.514130,biorxiv,1,physiology,year1,2022-10-28,Vanderbilt University Medical Center,103,2809,6,1.0
10.1101/2022.10.28.513995,biorxiv,1,genetics,NP,2022-10-30,The Hong Kong Polytechnic University,87,1684,3,
10.1101/2022.10.29.514343,biorxiv,1,molecular biology,year1,2022-10-30,"1 National Research Centre for Epidemiology and Microbiology named after Honorary Academician N F Gamaleya of the Ministry of Health of the Russian Federation, ",110,1630,17,4.0
10.1101/2022.10.29.514376,biorxiv,1,bioengineering,year1,2022-10-30,Johns Hopkins University School of Medicine,83,956,9,5.0
10.1101/2022.10.29.514381,biorxiv,1,immunology,year1,2022-10-30,Federal University of Sao Paulo,77,2375,4,1.0
10.1101/2022.10.30.514459,biorxiv,1,evolutionary biology,year1,2022-11-01,Peking University,111,1737,2,2.0
10.1101/2022.10.31.514258,biorxiv,1,genomics,NP,2022-11-01,Stanford University School of Medicine,99,1066,5,
10.1101/2022.10.31.514474,biorxiv,1,microbiology,year1,2022-11-01,institute of plant protection,130,1321,12,1.0
10.1101/2022.10.31.514476,biorxiv,1,microbiology,NP,2022-10-31,"Centre de Biologie Structurale (CBS). University of Montpellier, INSERM U 1054, CNRS UMR 5048, France & Diversite des Genomes et Interactions Microorganismes In",71,1339,10,
10.1101/2022.10.31.514542,biorxiv,1,immunology,NP,2022-11-01,"Department of Biomedicine, University and University Hospital of Basel, 4031 Basel, Switzerland",119,1115,6,
10.1101/2022.10.31.514561,biorxiv,1,genetics,year1,2022-11-01,Abbvie Inc.,79,1420,9,1.0
10.1101/2022.10.31.514567,biorxiv,1,plant biology,year1,2022-11-01,"Department of Molecular, Cell and Developmental Biology, University of California, Los Angeles, CA, USA.",58,1748,8,5.0
10.1101/2022.10.31.514627,biorxiv,1,microbiology,NP,2022-11-01,"Instituto de Tecnologia Quimica e Biologica Antonio Xavier, Universidade Nova de Lisboa",79,2002,7,
10.1101/2022.10.31.514631,biorxiv,1,systems biology,NP,2022-11-02,Cornell University,71,2145,9,
10.1101/2022.10.31.514646,biorxiv,1,molecular biology,year1,2022-11-01,Universidad de Alicante,101,1374,6,0.0
10.1101/2022.11.01.510852,biorxiv,1,microbiology,year1,2022-11-01,University of Manitoba,119,3078,8,3.0
10.1101/2022.11.01.514650,biorxiv,1,genetics,NP,2022-11-02,Peking University,99,1940,2,
10.1101/2022.11.01.514733,biorxiv,1,bioengineering,year1,2022-11-02,Stanford University,102,1172,13,1.0
10.1101/2022.11.01.514743,biorxiv,1,genomics,year1,2022-11-02,IRB Barcelona,78,1609,4,4.0
10.1101/2022.11.02.514731,biorxiv,1,cancer biology,NP,2022-11-03,University of Liverpool,122,1629,10,
10.1101/2022.11.02.514895,biorxiv,1,neuroscience,year1,2022-11-03,IRP/NIDA/NIH,181,2747,25,1.0
10.1101/2022.11.03.511881,biorxiv,1,neuroscience,NP,2022-11-03,Weill Cornell Medicine,59,1113,9,
10.1101/2022.11.03.515041,biorxiv,1,microbiology,NP,2022-11-04,Fred Hutchinson Cancer Center,98,1061,6,
10.1101/2022.11.03.515080,biorxiv,1,molecular biology,year1,2022-11-04,"Department of Chemistry and Biochemistry, University of Alabama",151,1492,8,3.0
10.1101/2022.11.04.514246,biorxiv,1,cell biology,NP,2022-11-04,Universidade de Vigo,140,1908,5,
10.1101/2022.11.04.515166,biorxiv,1,microbiology,year1,2022-11-04,Indian Institute of Science Education and Research Bhopal,77,1270,8,0.0
10.1101/2022.11.05.515268,biorxiv,1,neuroscience,NP,2022-11-05,University of Edinburgh,110,1679,8,
10.1101/2022.11.06.515311,biorxiv,1,neuroscience,NP,2022-11-06,"University of California, San Francisco",126,1516,16,
10.1101/2022.11.06.515312,biorxiv,1,plant biology,NP,2022-11-06,South China Agricultural University,129,1264,7,
10.1101/2022.11.07.515528,biorxiv,1,microbiology,NP,2022-11-08,Shandong University,128,1016,3,
10.1101/2022.11.08.515608,biorxiv,1,immunology,NP,2022-11-08,"Juno Therapeutics GmbH, a Bristol-Myers Squibb Company, Grillparzerstr. 10, 81675 Munich, Germany",95,1066,10,
10.1101/2022.11.09.515676,biorxiv,1,genetics,year2,2022-11-09,University of Massachusetts Chan Medical School,63,1522,6,0.0
10.1101/2022.11.09.515733,biorxiv,1,bioengineering,NP,2022-11-10,"University of California, Berkeley",73,2112,8,
10.1101/2022.11.09.515830,biorxiv,1,microbiology,NP,2022-11-09,University of Wisconsin-Madison,95,1949,6,
10.1101/2022.11.09.515836,biorxiv,1,bioinformatics,NP,2022-11-10,"University of California, San Francisco",135,1360,9,
10.1101/2022.11.10.515971,biorxiv,1,genetics,NP,2022-11-10,Fudan University Shanghai Xuhui Central Hospital,112,1809,5,
10.1101/2022.11.11.22282198,medrxiv,1,infectious diseases,NP,2022-11-14,"QIMR Berghofer Medical Research Institute, Brisbane, Queensland, Australia",96,3296,9,
10.1101/2022.11.11.516204,biorxiv,1,genomics,NP,2022-11-11,"University of California, San Francisco",114,1303,6,
10.1101/2022.11.11.516215,biorxiv,1,neuroscience,NP,2022-11-13,"Department of Pathology and Cell Biology, Columbia University Irving Medical Center, New York, NY, USA",170,1120,25,
10.1101/2022.11.12.515717,biorxiv,1,microbiology,year1,2022-11-12,UT Southwestern Medical Center,104,1046,8,1.0
10.1101/2022.11.13.516306,biorxiv,1,molecular biology,NP,2022-11-13,Northeastern University,115,1420,6,
10.1101/2022.11.13.516350,biorxiv,1,molecular biology,NP,2022-11-16,UCSF,102,999,11,
10.1101/2022.11.14.22279410,medrxiv,1,genetic and genomic medicine,NP,2022-11-17,Imperial College London,63,1570,16,
10.1101/2022.11.14.516328,biorxiv,1,cancer biology,NP,2022-11-16,"Department of Oncology, University of Cambridge, Cambridge, UK",118,1210,8,
10.1101/2022.11.14.516369,biorxiv,1,cancer biology,NP,2022-11-16,"Biotech Research and Innovation Centre, University of Copenhagen",141,1626,11,
10.1101/2022.11.14.516413,biorxiv,1,microbiology,NP,2022-11-15,"Institut Pasteur, Université Paris Cité, CNRS UMR2000, Insect-Virus Interactions Unit, 75015 Paris, France",79,1518,9,
10.1101/2022.11.14.516469,biorxiv,1,microbiology,NP,2022-11-15,University of Glasgow,70,1074,5,
10.1101/2022.11.15.513563,biorxiv,1,bioengineering,NP,2022-11-16,University of Utah,97,1494,7,
10.1101/2022.11.15.516583,biorxiv,1,molecular biology,NP,2022-11-15,"MRC Centre for Medical Mycology, University of Exeter",76,1175,6,
10.1101/2022.11.15.516593,biorxiv,1,developmental biology,year2,2022-11-15,"Plant and Agricultural Biosciences Centre, Ryan Institute, University of Galway",129,1085,12,0.0
10.1101/2022.11.16.515324,biorxiv,1,molecular biology,NP,2022-11-16,University of Florida,114,1308,9,
10.1101/2022.11.16.516737,biorxiv,1,cancer biology,year1,2022-11-17,"Vall d'Hebron Institute of Research, VHIR",106,1093,12,0.0
10.1101/2022.11.16.516784,biorxiv,1,genetics,year1,2022-11-16,Peking University Third Hospital,104,1663,7,1.0
10.1101/2022.11.16.516824,biorxiv,1,immunology,NP,2022-11-17,Yale University,124,1554,11,
10.1101/2022.11.17.22282339,medrxiv,1,genetic and genomic medicine,NP,2022-11-25,"Institute of Human Genetics Polish Academy of Sciences, Poznan, Poland",122,5371,11,
10.1101/2022.11.17.516977,biorxiv,1,synthetic biology,NP,2022-11-18,"Department of Bioscience, Tokyo University of Agriculture",109,1590,5,
10.1101/2022.11.17.516978,biorxiv,1,cell biology,year1,2022-11-18,"University of Hong Kong,School of Biomedical Sciences",79,2487,17,6.0
10.1101/2022.11.19.517191,biorxiv,1,genetics,NP,2022-11-19,Johns Hopkins University,144,1469,4,
10.1101/2022.11.19.517202,biorxiv,1,plant biology,NP,2022-11-20,PNNL,56,533,7,
10.1101/2022.11.20.517251,biorxiv,1,plant biology,year1,2022-11-22,Heinrich-Heine-Universität Düsseldorf,133,1060,21,2.0
10.1101/2022.11.21.517425,biorxiv,1,bioengineering,year1,2022-11-22,"University of Colorado, Boulder",124,842,4,1.0
10.1101/2022.11.21.517435,biorxiv,1,developmental biology,NP,2022-11-24,National Agriculture and Food Reasearch Organization,178,1277,2,
10.1101/2022.11.22.517103,biorxiv,1,microbiology,NP,2022-11-22,"University of California, Berkeley",95,1490,5,
10.1101/2022.11.22.517284,biorxiv,1,genomics,NP,2022-11-24,Stanford University,105,688,11,
10.1101/2022.11.22.517370,biorxiv,1,neuroscience,year1,2022-11-22,Johns Hopkins University School of Medicine,55,1318,4,2.0
10.1101/2022.11.22.517506,biorxiv,1,developmental biology,NP,2022-11-22,University Illinois at Chicago,101,1436,8,
10.1101/2022.11.22.517518,biorxiv,1,genomics,year1,2022-11-22,"Department of Biotechnology, University of Verona, Strada Le Grazie 15, 37134, Verona, Italy",94,1909,17,0.0
10.1101/2022.11.22.517551,biorxiv,1,plant biology,NP,2022-11-25,"Institute of Plant Biology and Biotechnology, University of Muenster",103,1389,10,
10.1101/2022.11.23.22282642,medrxiv,1,infectious diseases,NP,2022-11-28,CSIC,73,1125,9,
10.1101/2022.11.23.517585,biorxiv,1,immunology,year1,2022-11-23,Fujian Agriculture and Forestry University,112,1428,7,0.0
10.1101/2022.11.23.517625,biorxiv,1,molecular biology,NP,2022-11-23,Bhabha Atomic Research Centre,34,1570,4,
10.1101/2022.11.23.517627,biorxiv,1,microbiology,NP,2022-11-23,VTT Technical Research Centre Finland,92,1618,2,
10.1101/2022.11.24.22282599,medrxiv,1,genetic and genomic medicine,NP,2022-11-25,Royan Institute,51,1197,6,
10.1101/2022.11.24.517636,biorxiv,1,genomics,year1,2022-11-24,"Leibniz Institute DSMZ - Deutsche Sammlung von Mikroorganismen und Zellkulturen, Braunschweig, Germany; German Center for Infection Research (DZIF), Partner Sit",141,1475,14,1.0
10.1101/2022.11.25.517909,biorxiv,1,molecular biology,NP,2022-11-25,Tsinghua.edu.cn,95,2038,4,
10.1101/2022.11.26.517656,biorxiv,1,genomics,NP,2022-11-26,Johns Hopkins Bloomberg School of Public Health,156,1121,7,
10.1101/2022.11.27.517422,biorxiv,1,cell biology,NP,2022-11-28,Stanford University,86,1618,9,
10.1101/2022.11.28.518130,biorxiv,1,genetics,NP,2022-11-28,Heilongjiang River Fisheries Research Institute of Chinese Academy of Fishery Sciences,103,2018,16,
10.1101/2022.11.28.518141,biorxiv,1,molecular biology,year1,2022-11-28,University of Western Ontario,70,3371,7,0.0
10.1101/2022.11.29.22282895,medrxiv,1,infectious diseases,NP,2022-11-29,Universidad Catolica de Santa Maria,89,1844,9,
10.1101/2022.11.29.518198,biorxiv,1,cancer biology,year1,2022-11-29,CRUK Beatson Institute,112,1392,17,1.0
10.1101/2022.11.29.518257,biorxiv,1,cell biology,NP,2022-11-30,"University of California, Berkeley",92,1649,7,
10.1101/2022.11.29.518418,biorxiv,1,microbiology,NP,2022-11-29,Washington University in St. Louis School of Medicine,71,1282,5,
10.1101/2022.11.29.518452,biorxiv,1,microbiology,NP,2022-11-30,"University of California, San Francisco",77,1159,7,
10.1101/2022.11.30.518220,biorxiv,1,synthetic biology,NP,2022-11-30,Max planck unit for the science of pathogens,103,1484,4,
10.1101/2022.11.30.518505,biorxiv,1,microbiology,NP,2022-11-30,"Genetics and Experimental Bioinformatics, Faculty of Biology, University of Freiburg",111,2181,10,
10.1101/2022.11.30.518549,biorxiv,1,genomics,NP,2022-12-01,Los Alamos National Laboratory,198,1241,12,
10.1101/2022.11.30.518560,biorxiv,1,physiology,NP,2022-12-02,Columbia University,68,1281,10,
10.1101/2022.12.01.22282976,medrxiv,1,oncology,NP,2022-12-01,US Food and Drug Administration,86,1669,5,
10.1101/2022.12.01.518671,biorxiv,1,genetics,NP,2022-12-02,"I2SysBio, University of Valencia-FISABIO",93,1468,10,
10.1101/2022.12.02.518910,biorxiv,1,cancer biology,year2,2022-12-05,"University of California, San Diego",76,2825,8,1.0
10.1101/2022.12.03.518955,biorxiv,1,bioengineering,NP,2022-12-05,Institut de la Vision,127,1658,14,
10.1101/2022.12.03.518995,biorxiv,1,biochemistry,year2,2022-12-04,University of Pennsylvania,107,1306,7,0.0
10.1101/2022.12.04.518691,biorxiv,1,biochemistry,NP,2022-12-05,Fukui University of Technology,44,1747,8,
10.1101/2022.12.05.518807,biorxiv,1,bioengineering,NP,2022-12-05,Massachusetts Institute of Technology,54,1458,7,
10.1101/2022.12.05.519155,biorxiv,1,cell biology,year1,2022-12-07,National Institute of Diabetes and Digestive and Kidney Diseases,113,1190,6,4.0
10.1101/2022.12.05.519228,biorxiv,1,microbiology,year1,2022-12-08,University of Kansas Medical Center,108,1689,7,3.0
10.1101/2022.12.06.519313,biorxiv,1,microbiology,NP,2022-12-06,Max Planck Institute for Chemical Ecology,97,1146,7,
10.1101/2022.12.06.519384,biorxiv,1,physiology,NP,2022-12-10,Massachusetts General Hospital,138,1034,5,
10.1101/2022.12.08.22283237,medrxiv,1,genetic and genomic medicine,NP,2022-12-09,Broad Institute of MIT and Harvard,96,1219,28,
10.1101/2022.12.08.519336,biorxiv,1,genomics,year1,2022-12-08,"USDA, ARS, US Meat Animal Research Center",76,946,11,4.0
10.1101/2022.12.08.519568,biorxiv,1,microbiology,NP,2022-12-08,The Francis Crick Institute,117,1493,8,
10.1101/2022.12.08.519589,biorxiv,1,molecular biology,NP,2022-12-08,Harry Perkins Institute of Medical Research,124,1464,15,
10.1101/2022.12.08.519658,biorxiv,1,molecular biology,year1,2022-12-08,University of Wuerzburg,213,1469,2,1.0
10.1101/2022.12.09.519421,biorxiv,1,bioengineering,NP,2022-12-10,"State Key Laboratory of Toxicology and Medical Countermeasures, Beijing Institute of Pharmacology and Toxicology",107,1364,12,
10.1101/2022.12.09.519750,biorxiv,1,cell biology,year2,2022-12-10,University of North Carolina at Chapel Hill,71,1521,19,1.0
10.1101/2022.12.09.519790,biorxiv,1,genetics,year1,2022-12-10,"Harvard Medical School, Howard Hughes Medical",97,1078,5,1.0
10.1101/2022.12.09.519853,biorxiv,1,microbiology,NP,2022-12-12,The Lundquist Institute,86,2869,15,
10.1101/2022.12.10.519924,biorxiv,1,bioengineering,year1,2022-12-11,Columbia University,48,514,23,4.0
10.1101/2022.12.11.519942,biorxiv,1,systems biology,NP,2022-12-13,"Hangzhou Institute for Advanced Study, UCAS",65,1929,5,
10.1101/2022.12.12.519332,biorxiv,1,cancer biology,NP,2022-12-13,Sanford Burnham Prebys Medical Discovery Institute,125,1158,18,
10.1101/2022.12.12.520024,biorxiv,1,plant biology,NP,2022-12-14,"DIADE, Univ Montpellier, IRD, Montpellier, France",88,1139,11,
10.1101/2022.12.12.520030,biorxiv,1,microbiology,NP,2022-12-12,University of Washington,123,2930,7,
10.1101/2022.12.12.520043,biorxiv,1,developmental biology,NP,2022-12-14,Princeton University,61,1362,13,
10.1101/2022.12.12.520063,biorxiv,1,molecular biology,NP,2022-12-13,ETH Zurich,57,1202,4,
10.1101/2022.12.12.520084,biorxiv,1,molecular biology,NP,2022-12-13,"Institute of Molecular Genetics of National Research Centre ""Kurchatov Institute"", 123182 Moscow, Russia",141,1852,8,
10.1101/2022.12.12.520143,biorxiv,1,plant biology,year1,2022-12-15,INRAE,125,1400,22,6.0
10.1101/2022.12.13.519845,biorxiv,1,cell biology,NP,2022-12-14,"Seattle Children's Research Institute, Seattle, WA, USA",113,1657,9,
10.1101/2022.12.13.520203,biorxiv,1,genetics,NP,2022-12-13,"German Cancer Research Center (DKFZ), Division of Signaling and Functional Genomics and Heidelberg University, Heidelberg, Germany",105,1288,3,
10.1101/2022.12.13.520227,biorxiv,1,genetics,NP,2022-12-15,European Molecular Biology Laboratory -Heidelberg,100,1492,17,
10.1101/2022.12.13.520281,biorxiv,1,bioengineering,year1,2022-12-15,University of Sao Paulo,119,1714,7,0.0
10.1101/2022.12.13.520282,biorxiv,1,developmental biology,NP,2022-12-14,University of North Carolina at Chapel Hill,81,1158,13,
10.1101/2022.12.13.520319,biorxiv,1,molecular biology,NP,2022-12-13,Pairwise,121,1352,17,
10.1101/2022.12.13.520335,biorxiv,1,bioengineering,year1,2022-12-14,KAIST,134,1625,12,2.0
10.1101/2022.12.13.520356,biorxiv,1,genetics,NP,2022-12-15,Peking University,153,1865,2,
10.1101/2022.12.14.520389,biorxiv,1,cell biology,NP,2022-12-14,Germans Trias i Pujol Research Institute,118,1489,17,
10.1101/2022.12.14.520443,biorxiv,1,genomics,NP,2022-12-16,All Things Bugs LLC,112,2006,10,
10.1101/2022.12.14.520450,biorxiv,1,molecular biology,year1,2022-12-14,Gloucester Marine Genomics Institute,76,1779,6,0.0
10.1101/2022.12.14.520468,biorxiv,1,neuroscience,year1,2022-12-15,McGill University,84,1924,21,1.0
10.1101/2022.12.14.520491,biorxiv,1,pharmacology and toxicology,year1,2022-12-16,"Aix Marseille University, Centre National de la Recherche Scientifique (CNRS), Institut National de la Sante et de la Recherche Medicale (INSERM), Institut Paol",102,2109,20,0.0
10.1101/2022.12.15.520396,biorxiv,1,molecular biology,year1,2022-12-15,AstraZeneca,112,1502,28,7.0
10.1101/2022.12.15.520550,biorxiv,1,molecular biology,NP,2022-12-15,University of Birmingham,109,1695,6,
10.1101/2022.12.15.520650,biorxiv,1,immunology,NP,2022-12-18,Moderna,76,983,17,
10.1101/2022.12.16.519550,biorxiv,1,biophysics,year1,2022-12-16,Tsinghua University,96,967,14,11.0
10.1101/2022.12.16.520717,biorxiv,1,cell biology,NP,2022-12-16,University of Washington,126,1818,6,
10.1101/2022.12.16.520755,biorxiv,1,neuroscience,year2,2022-12-16,Universitaet Regensburg,152,1803,2,0.0
10.1101/2022.12.16.520807,biorxiv,1,evolutionary biology,NP,2022-12-19,University of Houston,81,1701,3,
10.1101/2022.12.18.520913,biorxiv,1,biophysics,year1,2022-12-18,"Peter Debye Institute for Soft Matter Physics, University of Leipzig, Leipzig 04103, Germany",123,1843,9,1.0
10.1101/2022.12.18.520921,biorxiv,1,cell biology,NP,2022-12-19,NIA NIH,94,1104,18,
10.1101/2022.12.19.520461,biorxiv,1,molecular biology,NP,2022-12-19,Leiden University Medical Center,132,3259,14,
10.1101/2022.12.19.520971,biorxiv,1,cancer biology,year1,2022-12-20,The Walter and Eliza Hall Institute,88,1198,9,0.0
10.1101/2022.12.19.521003,biorxiv,1,genetics,year1,2022-12-20,ETH Zurich,57,1547,6,0.0
10.1101/2022.12.19.521090,biorxiv,1,microbiology,year1,2022-12-19,Arizona State University,126,1514,7,1.0
10.1101/2022.12.20.521163,biorxiv,1,plant biology,NP,2022-12-20,"Plant-Fusarium Interactions Research Team, School of BioSciences, University of Melbourne, Parkville, Australia",90,1698,8,
10.1101/2022.12.20.521208,biorxiv,1,developmental biology,year1,2022-12-20,"University Hospital Bonn, Institute of Pathology",111,1723,15,0.0
10.1101/2022.12.20.521233,biorxiv,1,genetics,NP,2022-12-20,University of Maryland,99,1358,3,
10.1101/2022.12.20.521338,biorxiv,1,microbiology,NP,2022-12-21,Michigan State University College of Osteopathic Medicine,104,2885,3,
10.1101/2022.12.21.22283275,medrxiv,1,neurology,NP,2022-12-21,University of California Davis,93,2968,9,
10.1101/2022.12.21.520137,biorxiv,1,genomics,NP,2022-12-22,"Department of Genetics, Yale School of Medicine, New Haven CT 06510, USA.",61,1444,32,
10.1101/2022.12.21.521298,biorxiv,1,microbiology,NP,2022-12-22,University of Kansas Medical Center,119,1461,6,
10.1101/2022.12.21.521447,biorxiv,1,cell biology,year1,2022-12-23,University of Geneva,115,2094,4,1.0
10.1101/2022.12.21.521522,biorxiv,1,bioengineering,NP,2022-12-22,University of Ulsan College of Medicine,76,1060,3,
10.1101/2022.12.21.521531,biorxiv,1,developmental biology,year1,2022-12-22,FAU Erlangen-Nuernberg,165,1425,5,0.0
10.1101/2022.12.21.521534,biorxiv,1,molecular biology,NP,2022-12-22,Henan University of TCM: Henan University of Chinese Medicine,99,2124,8,
10.1101/2022.12.22.521159,biorxiv,1,cancer biology,NP,2022-12-23,"Oncode Institute and Centre for Molecular Medicine, UMC Utrecht, the Netherlands",106,1242,14,
10.1101/2022.12.22.521524,biorxiv,1,genomics,NP,2022-12-23,"Laboratory for Genomics Research, University of California, San Francisco",96,1453,11,
10.1101/2022.12.22.521600,biorxiv,1,genetics,year1,2022-12-22,Roslin Institute,122,1701,7,1.0
10.1101/2022.12.22.521605,biorxiv,1,genetics,NP,2022-12-22,Harvard University; The Broad Institute or MIT and Harvard; Howard Hughes Medical Institute,76,1120,8,
10.1101/2022.12.23.521474,biorxiv,1,molecular biology,NP,2022-12-23,Amsterdam UMC,128,1744,14,
10.1101/2022.12.23.521772,biorxiv,1,neuroscience,year2,2022-12-23,University of Oxford,63,2387,15,0.0
10.1101/2022.12.27.521987,biorxiv,1,genomics,year1,2022-12-27,NKI,151,1388,19,3.0
10.1101/2022.12.28.522116,biorxiv,1,neuroscience,year1,2022-12-29,Florida Atlantic University,117,2079,4,1.0
10.1101/2022.12.30.519816,biorxiv,1,microbiology,year1,2022-12-31,University at Buffalo,102,2221,7,2.0
10.1101/2022.12.30.522301,biorxiv,1,developmental biology,NP,2022-12-30,University of Macau,141,2182,7,
10.1101/211466,biorxiv,2,microbiology,NP,2021-12-15,University of Nottingham,105,1596,17,
10.1101/220467,biorxiv,2,microbiology,NP,2018-04-02,The University of Texas at Dallas,92,1907,5,
10.1101/221168,biorxiv,2,molecular biology,year1,2018-11-15,UMC Utrecht,89,1682,14,7.0
10.1101/225151,biorxiv,2,synthetic biology,NP,2018-03-08,California Institute of Technology,57,1456,2,
10.1101/227611,biorxiv,3,biophysics,NP,2018-01-31,Stanford University,95,3782,6,
10.1101/228601,biorxiv,2,synthetic biology,NP,2018-01-16,Arizona State University,52,1059,3,
10.1101/232736,biorxiv,2,bioinformatics,NP,2019-03-11,University of Texas MD Anderson Cancer Center,77,734,11,
10.1101/236422,biorxiv,2,biochemistry,year1,2018-11-01,Okazaki Institute for Integrative Bioscience and National Institute for Basic Biology,96,1439,5,3.0
10.1101/243345,biorxiv,1,immunology,year2,2018-01-05,Stanford University,75,1741,10,82.0
10.1101/244152,biorxiv,1,genomics,NP,2018-01-07,"Institut Curie, Paris Sciences et Lettres Research University, 75005 Paris, France",73,936,14,
10.1101/245860,biorxiv,1,genetics,year1,2018-01-23,"University of Michigan Medical School, Dept. of Human Genetics",126,1776,5,1.0
10.1101/245985,biorxiv,1,synthetic biology,NP,2018-01-10,University of California San Diego,89,2086,8,
10.1101/247031,biorxiv,1,bioinformatics,NP,2018-01-11,"Center for Generic Medicine Research, Children's National Health System",75,1032,5,
10.1101/248849,biorxiv,1,microbiology,NP,2018-01-16,KU Leuven,107,1169,5,
10.1101/249094,biorxiv,1,immunology,NP,2018-01-22,The Jackson Laboratory,154,1620,13,
10.1101/249680,biorxiv,1,genetics,year1,2018-01-17,"Institute of Molecular Life Sciences, University of Zurich, Switzerland",122,1348,13,1.0
10.1101/251082,biorxiv,1,bioinformatics,NP,2018-01-20,Synthego,48,1334,7,
10.1101/252031,biorxiv,1,genetics,year1,2018-01-31,"Department of Genetics, Harvard Medical School, Boston, MA 02115",81,1037,20,5.0
10.1101/252163,biorxiv,1,bioengineering,NP,2018-01-23,Stanford University,129,1230,14,
10.1101/252296,biorxiv,1,genomics,NP,2018-01-27,Celia Engineers,167,1754,1,
10.1101/252767,biorxiv,1,cell biology,NP,2018-01-24,"Department of Orthopaedic Surgery, Washington University, St. Louis, MO 63110",139,972,9,
10.1101/253757,biorxiv,1,bioengineering,NP,2018-02-06,The Ohio State University,93,859,8,
10.1101/254805,biorxiv,1,genetics,NP,2018-01-26,Molecular Innovations,106,1566,6,
10.1101/255570,biorxiv,1,neuroscience,year1,2018-01-29,"Living Systems Institute, University of Exeter, Exeter, UK",94,1298,9,5.0
10.1101/257568,biorxiv,1,neuroscience,year1,2018-01-31,University of Tokyo,108,1501,5,1.0
10.1101/260224,biorxiv,1,genomics,NP,2018-02-05,Beijing Institute of Radiation Medicine,78,1140,7,
10.1101/260919,biorxiv,1,immunology,NP,2018-02-07,"Institute of Molecular and Cellular Biology, Institute of Medical Biology, A*STAR, Singapore",121,1452,12,
10.1101/262808,biorxiv,1,synthetic biology,year1,2018-02-09,"Institut de biologie Integrative et des systemes, Universite Laval",73,979,5,3.0
10.1101/263129,biorxiv,1,bioengineering,year1,2018-02-09,Wellcome Sanger Institute,93,546,6,18.0
10.1101/263558,biorxiv,1,genomics,NP,2018-02-13,Celia Engineers,200,1372,1,
10.1101/263699,biorxiv,1,molecular biology,NP,2018-02-11,"Massachusetts Institute of Technology, Stanley Center for Psychiatric Research",42,1234,6,
10.1101/264424,biorxiv,1,bioengineering,NP,2018-02-12,MIT,81,749,3,
10.1101/264879,biorxiv,1,biophysics,year1,2018-02-13,"Kavli Institute of Nanoscience and Department of BioNanoScience, Delft University of Technology",82,938,5,9.0
10.1101/265645,biorxiv,1,synthetic biology,year1,2018-02-15,"School of Life Sciences and Department of Chemistry, University of Warwick, Coventry, CV4 7AL, UK",122,1418,6,12.0
10.1101/265686,biorxiv,1,molecular biology,year1,2018-02-14,Broad Institute,108,942,4,5.0
10.1101/265710,biorxiv,1,systems biology,year1,2018-02-15,The University of Texas at Dallas,73,997,5,0.0
10.1101/266015,biorxiv,1,synthetic biology,NP,2018-02-14,Massachusetts Institute of Technology,67,1081,3,
10.1101/266387,biorxiv,1,genetics,year1,2018-03-05,"Department of Molecular and Cell Biology, University of California, Berkeley",82,1349,5,0.0
10.1101/266668,biorxiv,1,cell biology,NP,2018-02-16,Walter and Eliza Hall Institute of Medical Research,70,1296,24,
10.1101/266700,biorxiv,1,microbiology,year1,2018-02-18,Stanford University,112,1764,11,11.0
10.1101/266726,biorxiv,1,genetics,NP,2018-02-20,"Gladstone Institute of Cardiovascular Disease, San Francisco, CA 94158, USA",78,1492,14,
10.1101/267690,biorxiv,1,genetics,year1,2018-02-19,"MRC Human Genetics Unit, Institute of Genetics and Molecular Medicine, University of Edinburgh",84,1404,10,6.0
10.1101/268482,biorxiv,1,developmental biology,NP,2018-02-20,Cornell University,79,1394,11,
10.1101/269399,biorxiv,1,bioengineering,year1,2018-02-22,Editas Medicine,105,960,10,3.0
